個案研判日,縣市別,區域,新增確診人數,累計確診人數
2022-04-06,新竹市,全區,4,78
2022-04-06,新竹縣,全區,8,235
2022-04-06,桃園市,全區,34,1419
2022-04-06,花蓮縣,全區,19,115
2022-04-06,金門縣,全區,1,4
2022-04-06,雲林縣,全區,3,31
2022-04-06,高雄市,全區,36,413
2022-04-05,台中市,全區,2,224
2022-04-05,台北市,全區,41,5086
2022-04-05,台南市,全區,4,89
2022-04-05,台東縣,全區,1,41
2022-04-05,嘉義縣,全區,2,40
2022-04-05,基隆市,全區,28,589
2022-04-05,境外移入,全區,82,8256
2022-04-05,宜蘭縣,全區,5,139
2022-04-05,屏東縣,全區,1,58
2022-04-05,彰化縣,全區,3,291
2022-04-05,新北市,全區,95,7518
2022-04-05,新竹市,全區,8,74
2022-04-05,新竹縣,全區,14,227
2022-04-05,桃園市,全區,10,1385
2022-04-05,花蓮縣,全區,5,96
2022-04-05,苗栗縣,全區,1,564
2022-04-05,高雄市,全區,34,377
2022-04-04,台中市,全區,4,222
2022-04-04,台北市,全區,29,5045
2022-04-04,基隆市,全區,31,561
2022-04-04,境外移入,全區,83,8174
2022-04-04,宜蘭縣,全區,3,134
2022-04-04,彰化縣,全區,2,288
2022-04-04,新北市,全區,91,7423
2022-04-04,新竹市,全區,7,66
2022-04-04,新竹縣,全區,11,213
2022-04-04,桃園市,全區,13,1375
2022-04-04,花蓮縣,全區,11,91
2022-04-04,高雄市,全區,5,343
2022-04-03,台中市,全區,1,218
2022-04-03,台北市,全區,22,5016
2022-04-03,基隆市,全區,33,530
2022-04-03,境外移入,全區,129,8091
2022-04-03,宜蘭縣,全區,5,131
2022-04-03,屏東縣,全區,1,57
2022-04-03,新北市,全區,43,7332
2022-04-03,新竹市,全區,2,59
2022-04-03,新竹縣,全區,11,202
2022-04-03,桃園市,全區,16,1362
2022-04-03,花蓮縣,全區,2,80
2022-04-03,金門縣,全區,1,3
2022-04-03,高雄市,全區,1,338
2022-04-02,台中市,全區,3,217
2022-04-02,台北市,全區,13,4994
2022-04-02,基隆市,全區,41,497
2022-04-02,境外移入,全區,218,7962
2022-04-02,宜蘭縣,全區,8,126
2022-04-02,屏東縣,全區,4,56
2022-04-02,新北市,全區,82,7289
2022-04-02,新竹市,全區,2,57
2022-04-02,新竹縣,全區,8,191
2022-04-02,桃園市,全區,25,1346
2022-04-02,花蓮縣,全區,2,78
2022-04-02,高雄市,全區,6,337
2022-04-01,台中市,全區,2,214
2022-04-01,台北市,全區,19,4981
2022-04-01,台東縣,全區,1,40
2022-04-01,基隆市,全區,35,456
2022-04-01,境外移入,全區,144,7744
2022-04-01,宜蘭縣,全區,5,118
2022-04-01,彰化縣,全區,3,286
2022-04-01,新北市,全區,51,7207
2022-04-01,新竹市,全區,1,55
2022-04-01,新竹縣,全區,2,183
2022-04-01,桃園市,全區,22,1321
2022-04-01,花蓮縣,全區,4,76
2022-04-01,金門縣,全區,1,2
2022-04-01,高雄市,全區,6,331
2022-03-31,台中市,全區,2,212
2022-03-31,台北市,全區,10,4962
2022-03-31,基隆市,全區,18,421
2022-03-31,境外移入,全區,119,7600
2022-03-31,宜蘭縣,全區,3,113
2022-03-31,彰化縣,全區,4,283
2022-03-31,新北市,全區,35,7156
2022-03-31,新竹縣,全區,1,181
2022-03-31,桃園市,全區,23,1299
2022-03-31,花蓮縣,全區,4,72
2022-03-31,金門縣,全區,1,1
2022-03-31,高雄市,全區,4,325
2022-03-30,台北市,全區,7,4952
2022-03-30,台東縣,全區,7,39
2022-03-30,基隆市,全區,33,403
2022-03-30,境外移入,全區,162,7481
2022-03-30,新北市,全區,16,7121
2022-03-30,新竹市,全區,2,54
2022-03-30,新竹縣,全區,2,180
2022-03-30,桃園市,全區,14,1276
2022-03-30,高雄市,全區,2,321
2022-03-29,台北市,全區,1,4945
2022-03-29,台東縣,全區,1,32
2022-03-29,基隆市,全區,8,370
2022-03-29,境外移入,全區,68,7319
2022-03-29,新北市,全區,10,7105
2022-03-29,新竹市,全區,1,52
2022-03-29,桃園市,全區,5,1262
2022-03-29,高雄市,全區,3,319
2022-03-28,台北市,全區,5,4944
2022-03-28,台東縣,全區,3,31
2022-03-28,基隆市,全區,15,362
2022-03-28,境外移入,全區,99,7251
2022-03-28,彰化縣,全區,2,279
2022-03-28,新北市,全區,10,7095
2022-03-28,新竹縣,全區,4,178
2022-03-28,桃園市,全區,4,1257
2022-03-28,高雄市,全區,2,316
2022-03-27,台北市,全區,1,4939
2022-03-27,台東縣,全區,6,28
2022-03-27,基隆市,全區,7,347
2022-03-27,境外移入,全區,65,7152
2022-03-27,新北市,全區,8,7085
2022-03-27,新竹市,全區,2,51
2022-03-27,新竹縣,全區,54,174
2022-03-27,桃園市,全區,2,1253
2022-03-27,高雄市,全區,3,314
2022-03-26,基隆市,全區,15,340
2022-03-26,境外移入,全區,129,7087
2022-03-26,新北市,全區,14,7077
2022-03-26,桃園市,全區,1,1251
2022-03-26,高雄市,全區,1,311
2022-03-25,基隆市,全區,4,325
2022-03-25,境外移入,全區,87,6958
2022-03-25,新北市,全區,11,7063
2022-03-25,高雄市,全區,4,310
2022-03-24,台南市,全區,1,85
2022-03-24,境外移入,全區,125,6871
2022-03-24,新北市,全區,1,7052
2022-03-24,高雄市,全區,11,306
2022-03-23,台北市,全區,1,4938
2022-03-23,境外移入,全區,115,6746
2022-03-23,新北市,全區,1,7051
2022-03-23,雲林縣,全區,2,28
2022-03-23,高雄市,全區,1,295
2022-03-22,台北市,全區,3,4937
2022-03-22,嘉義縣,全區,1,38
2022-03-22,境外移入,全區,90,6631
2022-03-21,台北市,全區,1,4934
2022-03-21,台南市,全區,1,84
2022-03-21,嘉義縣,全區,1,37
2022-03-21,境外移入,全區,95,6541
2022-03-21,雲林縣,全區,4,26
2022-03-20,台北市,全區,1,4933
2022-03-20,台南市,全區,2,83
2022-03-20,嘉義市,全區,2,14
2022-03-20,嘉義縣,全區,1,36
2022-03-20,境外移入,全區,81,6446
2022-03-20,新北市,全區,3,7050
2022-03-19,嘉義市,全區,1,12
2022-03-19,嘉義縣,全區,3,35
2022-03-19,境外移入,全區,118,6365
2022-03-19,桃園市,全區,3,1250
2022-03-18,台北市,全區,1,4932
2022-03-18,嘉義市,全區,1,11
2022-03-18,境外移入,全區,115,6247
2022-03-17,境外移入,全區,79,6132
2022-03-16,境外移入,全區,84,6053
2022-03-16,桃園市,全區,1,1247
2022-03-15,境外移入,全區,70,5969
2022-03-15,桃園市,全區,2,1246
2022-03-14,基隆市,全區,1,321
2022-03-14,境外移入,全區,66,5899
2022-03-13,台南市,全區,1,81
2022-03-13,境外移入,全區,61,5833
2022-03-13,新北市,全區,2,7047
2022-03-13,桃園市,全區,1,1244
2022-03-12,台北市,全區,2,4931
2022-03-12,台南市,全區,3,80
2022-03-12,境外移入,全區,60,5772
2022-03-11,台北市,全區,2,4929
2022-03-11,台南市,全區,1,77
2022-03-11,境外移入,全區,59,5712
2022-03-10,台南市,全區,3,76
2022-03-10,境外移入,全區,87,5653
2022-03-10,新北市,全區,1,7045
2022-03-09,境外移入,全區,86,5566
2022-03-08,台南市,全區,2,73
2022-03-08,境外移入,全區,48,5480
2022-03-08,高雄市,全區,2,294
2022-03-07,台南市,全區,4,71
2022-03-07,境外移入,全區,42,5432
2022-03-07,宜蘭縣,全區,2,110
2022-03-07,高雄市,全區,1,292
2022-03-06,台南市,全區,4,67
2022-03-06,境外移入,全區,27,5390
2022-03-05,境外移入,全區,51,5363
2022-03-05,新北市,全區,1,7044
2022-03-05,高雄市,全區,1,291
2022-03-04,台南市,全區,1,63
2022-03-04,境外移入,全區,73,5312
2022-03-04,桃園市,全區,3,1243
2022-03-04,高雄市,全區,3,290
2022-03-03,境外移入,全區,61,5239
2022-03-03,桃園市,全區,1,1240
2022-03-03,高雄市,全區,1,287
2022-03-02,境外移入,全區,60,5178
2022-03-02,彰化縣,全區,2,277
2022-03-02,新北市,全區,1,7043
2022-03-02,桃園市,全區,2,1239
2022-03-01,境外移入,全區,42,5118
2022-03-01,桃園市,全區,2,1237
2022-02-28,台北市,全區,1,4927
2022-02-28,境外移入,全區,63,5076
2022-02-28,新北市,全區,1,7042
2022-02-28,桃園市,全區,9,1235
2022-02-27,台南市,全區,1,62
2022-02-27,境外移入,全區,27,5013
2022-02-27,新北市,全區,4,7041
2022-02-27,桃園市,全區,12,1226
2022-02-26,境外移入,全區,55,4986
2022-02-26,宜蘭縣,全區,1,108
2022-02-26,新北市,全區,1,7037
2022-02-26,桃園市,全區,3,1214
2022-02-25,台北市,全區,1,4926
2022-02-25,境外移入,全區,56,4931
2022-02-25,新北市,全區,1,7036
2022-02-24,台中市,全區,1,210
2022-02-24,境外移入,全區,73,4875
2022-02-24,宜蘭縣,全區,1,107
2022-02-24,新北市,全區,1,7035
2022-02-24,新竹縣,全區,2,120
2022-02-23,台北市,全區,1,4925
2022-02-23,境外移入,全區,77,4802
2022-02-23,新北市,全區,2,7034
2022-02-23,新竹縣,全區,1,118
2022-02-23,高雄市,全區,1,286
2022-02-22,境外移入,全區,30,4725
2022-02-22,新北市,全區,5,7032
2022-02-21,台南市,全區,1,61
2022-02-21,境外移入,全區,55,4695
2022-02-21,新北市,全區,2,7027
2022-02-20,台北市,全區,1,4924
2022-02-20,台南市,全區,1,60
2022-02-20,境外移入,全區,35,4640
2022-02-20,桃園市,全區,2,1211
2022-02-20,高雄市,全區,1,285
2022-02-19,台北市,全區,2,4923
2022-02-19,台南市,全區,1,59
2022-02-19,境外移入,全區,80,4605
2022-02-19,新北市,全區,4,7025
2022-02-19,苗栗縣,全區,3,563
2022-02-18,台北市,全區,5,4921
2022-02-18,境外移入,全區,53,4525
2022-02-18,宜蘭縣,全區,1,106
2022-02-18,新北市,全區,8,7021
2022-02-17,台北市,全區,1,4916
2022-02-17,台南市,全區,2,58
2022-02-17,境外移入,全區,62,4472
2022-02-17,新北市,全區,6,7013
2022-02-17,高雄市,全區,3,284
2022-02-16,台北市,全區,3,4915
2022-02-16,台南市,全區,1,56
2022-02-16,境外移入,全區,43,4410
2022-02-16,新北市,全區,4,7007
2022-02-16,桃園市,全區,1,1209
2022-02-16,苗栗縣,全區,2,560
2022-02-16,高雄市,全區,2,281
2022-02-15,台北市,全區,1,4912
2022-02-15,境外移入,全區,41,4367
2022-02-15,新北市,全區,5,7003
2022-02-15,桃園市,全區,1,1208
2022-02-15,高雄市,全區,5,279
2022-02-14,境外移入,全區,56,4326
2022-02-14,桃園市,全區,2,1207
2022-02-14,高雄市,全區,2,274
2022-02-13,境外移入,全區,38,4270
2022-02-13,新北市,全區,5,6998
2022-02-13,桃園市,全區,1,1205
2022-02-13,苗栗縣,全區,2,558
2022-02-13,高雄市,全區,1,272
2022-02-12,境外移入,全區,50,4232
2022-02-12,新北市,全區,2,6993
2022-02-12,新竹縣,全區,1,117
2022-02-12,桃園市,全區,1,1204
2022-02-12,苗栗縣,全區,4,556
2022-02-11,台南市,全區,1,55
2022-02-11,境外移入,全區,52,4182
2022-02-11,桃園市,全區,4,1203
2022-02-11,苗栗縣,全區,1,552
2022-02-11,高雄市,全區,5,271
2022-02-10,境外移入,全區,51,4130
2022-02-10,新北市,全區,17,6991
2022-02-10,桃園市,全區,3,1199
2022-02-10,高雄市,全區,8,266
2022-02-09,境外移入,全區,56,4079
2022-02-09,屏東縣,全區,3,52
2022-02-09,彰化縣,全區,1,275
2022-02-09,新北市,全區,3,6974
2022-02-09,桃園市,全區,10,1196
2022-02-09,高雄市,全區,4,258
2022-02-08,台北市,全區,1,4911
2022-02-08,境外移入,全區,28,4023
2022-02-08,新北市,全區,7,6971
2022-02-08,桃園市,全區,13,1186
2022-02-08,苗栗縣,全區,1,551
2022-02-08,高雄市,全區,5,254
2022-02-07,台北市,全區,6,4910
2022-02-07,境外移入,全區,36,3995
2022-02-07,新北市,全區,1,6964
2022-02-07,桃園市,全區,1,1173
2022-02-07,苗栗縣,全區,1,550
2022-02-06,境外移入,全區,35,3959
2022-02-06,新北市,全區,1,6963
2022-02-06,桃園市,全區,7,1172
2022-02-06,高雄市,全區,1,249
2022-02-05,境外移入,全區,33,3924
2022-02-05,新北市,全區,3,6962
2022-02-05,桃園市,全區,23,1165
2022-02-05,高雄市,全區,3,248
2022-02-04,台北市,全區,1,4904
2022-02-04,境外移入,全區,38,3891
2022-02-04,桃園市,全區,13,1142
2022-02-04,高雄市,全區,15,245
2022-02-03,台北市,全區,1,4903
2022-02-03,境外移入,全區,31,3853
2022-02-03,新北市,全區,3,6959
2022-02-03,桃園市,全區,4,1129
2022-02-03,高雄市,全區,8,230
2022-02-02,境外移入,全區,49,3822
2022-02-02,新北市,全區,1,6956
2022-02-02,桃園市,全區,14,1125
2022-02-02,高雄市,全區,15,222
2022-02-01,台北市,全區,1,4902
2022-02-01,境外移入,全區,21,3773
2022-02-01,桃園市,全區,3,1111
2022-02-01,高雄市,全區,8,207
2022-01-31,境外移入,全區,48,3752
2022-01-31,桃園市,全區,6,1108
2022-01-31,高雄市,全區,9,199
2022-01-30,台北市,全區,1,4901
2022-01-30,境外移入,全區,36,3704
2022-01-30,新北市,全區,1,6955
2022-01-30,桃園市,全區,6,1102
2022-01-30,高雄市,全區,9,190
2022-01-29,境外移入,全區,38,3668
2022-01-29,屏東縣,全區,1,49
2022-01-29,新北市,全區,1,6954
2022-01-29,桃園市,全區,9,1096
2022-01-29,高雄市,全區,5,181
2022-01-28,台北市,全區,1,4900
2022-01-28,境外移入,全區,27,3630
2022-01-28,宜蘭縣,全區,1,105
2022-01-28,桃園市,全區,10,1087
2022-01-28,高雄市,全區,7,176
2022-01-27,台中市,全區,2,209
2022-01-27,台北市,全區,5,4899
2022-01-27,台南市,全區,1,54
2022-01-27,境外移入,全區,47,3603
2022-01-27,新北市,全區,1,6953
2022-01-27,桃園市,全區,11,1077
2022-01-27,高雄市,全區,8,169
2022-01-26,台北市,全區,1,4894
2022-01-26,境外移入,全區,54,3556
2022-01-26,新北市,全區,1,6952
2022-01-26,桃園市,全區,24,1066
2022-01-26,高雄市,全區,6,161
2022-01-25,台北市,全區,2,4893
2022-01-25,台南市,全區,2,53
2022-01-25,境外移入,全區,33,3502
2022-01-25,新北市,全區,2,6951
2022-01-25,桃園市,全區,16,1042
2022-01-25,高雄市,全區,11,155
2022-01-24,台南市,全區,1,51
2022-01-24,境外移入,全區,27,3469
2022-01-24,宜蘭縣,全區,2,104
2022-01-24,新北市,全區,1,6949
2022-01-24,桃園市,全區,7,1026
2022-01-24,高雄市,全區,7,144
2022-01-23,台北市,全區,2,4891
2022-01-23,境外移入,全區,39,3442
2022-01-23,宜蘭縣,全區,3,102
2022-01-23,新竹市,全區,1,49
2022-01-23,新竹縣,全區,3,116
2022-01-23,桃園市,全區,23,1019
2022-01-23,高雄市,全區,5,137
2022-01-22,台北市,全區,2,4889
2022-01-22,境外移入,全區,40,3403
2022-01-22,新北市,全區,1,6948
2022-01-22,桃園市,全區,26,996
2022-01-22,高雄市,全區,20,132
2022-01-21,台北市,全區,1,4887
2022-01-21,境外移入,全區,49,3363
2022-01-21,新北市,全區,1,6947
2022-01-21,桃園市,全區,48,970
2022-01-21,高雄市,全區,13,112
2022-01-20,台北市,全區,2,4886
2022-01-20,境外移入,全區,35,3314
2022-01-20,桃園市,全區,7,922
2022-01-20,高雄市,全區,5,99
2022-01-19,境外移入,全區,35,3279
2022-01-19,新北市,全區,1,6946
2022-01-19,桃園市,全區,11,915
2022-01-18,境外移入,全區,37,3244
2022-01-18,新北市,全區,1,6945
2022-01-18,新竹市,全區,5,48
2022-01-18,桃園市,全區,13,904
2022-01-17,基隆市,全區,1,320
2022-01-17,境外移入,全區,53,3207
2022-01-17,桃園市,全區,6,891
2022-01-16,台北市,全區,1,4884
2022-01-16,境外移入,全區,45,3154
2022-01-16,新北市,全區,2,6944
2022-01-16,新竹縣,全區,2,113
2022-01-16,桃園市,全區,12,885
2022-01-15,境外移入,全區,49,3109
2022-01-15,桃園市,全區,7,873
2022-01-14,台北市,全區,1,4883
2022-01-14,境外移入,全區,68,3060
2022-01-14,桃園市,全區,6,866
2022-01-13,境外移入,全區,51,2992
2022-01-13,新北市,全區,1,6942
2022-01-13,桃園市,全區,8,860
2022-01-12,境外移入,全區,83,2941
2022-01-12,新北市,全區,1,6941
2022-01-12,桃園市,全區,12,852
2022-01-11,台北市,全區,1,4882
2022-01-11,境外移入,全區,51,2858
2022-01-11,新北市,全區,2,6940
2022-01-11,桃園市,全區,5,840
2022-01-10,台北市,全區,1,4881
2022-01-10,境外移入,全區,58,2807
2022-01-10,桃園市,全區,7,835
2022-01-09,境外移入,全區,26,2749
2022-01-09,桃園市,全區,7,828
2022-01-08,台北市,全區,1,4880
2022-01-08,境外移入,全區,48,2723
2022-01-08,桃園市,全區,6,821
2022-01-07,境外移入,全區,42,2675
2022-01-07,新北市,全區,1,6938
2022-01-07,桃園市,全區,1,815
2022-01-06,境外移入,全區,58,2633
2022-01-06,桃園市,全區,4,814
2022-01-05,台北市,全區,1,4879
2022-01-05,境外移入,全區,37,2575
2022-01-05,新北市,全區,1,6937
2022-01-05,桃園市,全區,3,810
2022-01-04,基隆市,全區,1,319
2022-01-04,境外移入,全區,25,2538
2022-01-04,桃園市,全區,2,807
2022-01-03,境外移入,全區,30,2513
2022-01-03,桃園市,全區,1,805
2022-01-02,台北市,全區,1,4878
2022-01-02,境外移入,全區,25,2483
2022-01-01,境外移入,全區,19,2458
2021-12-31,境外移入,全區,21,2439
2021-12-30,台北市,全區,2,4877
2021-12-30,境外移入,全區,40,2418
2021-12-29,境外移入,全區,23,2378
2021-12-28,境外移入,全區,14,2355
2021-12-27,境外移入,全區,18,2341
2021-12-27,新北市,全區,1,6936
2021-12-26,境外移入,全區,16,2323
2021-12-25,境外移入,全區,23,2307
2021-12-25,新北市,全區,1,6935
2021-12-24,境外移入,全區,18,2284
2021-12-23,境外移入,全區,20,2266
2021-12-22,境外移入,全區,13,2246
2021-12-21,境外移入,全區,14,2233
2021-12-20,境外移入,全區,10,2219
2021-12-19,境外移入,全區,11,2209
2021-12-18,境外移入,全區,6,2198
2021-12-17,境外移入,全區,13,2192
2021-12-16,境外移入,全區,15,2179
2021-12-15,台北市,全區,1,4875
2021-12-15,境外移入,全區,12,2164
2021-12-14,境外移入,全區,5,2152
2021-12-14,桃園市,全區,1,804
2021-12-13,境外移入,全區,7,2147
2021-12-13,宜蘭縣,全區,1,99
2021-12-13,新北市,全區,1,6934
2021-12-13,桃園市,全區,1,803
2021-12-12,境外移入,全區,4,2140
2021-12-12,桃園市,全區,1,802
2021-12-11,境外移入,全區,6,2136
2021-12-10,境外移入,全區,9,2130
2021-12-10,桃園市,全區,1,801
2021-12-09,境外移入,全區,15,2121
2021-12-09,新北市,全區,2,6933
2021-12-08,境外移入,全區,16,2106
2021-12-07,境外移入,全區,5,2090
2021-12-06,境外移入,全區,21,2085
2021-12-05,境外移入,全區,10,2064
2021-12-04,境外移入,全區,4,2054
2021-12-03,境外移入,全區,11,2050
2021-12-02,境外移入,全區,11,2039
2021-12-01,境外移入,全區,17,2028
2021-11-30,境外移入,全區,8,2011
2021-11-29,境外移入,全區,5,2003
2021-11-28,境外移入,全區,8,1998
2021-11-27,境外移入,全區,10,1990
2021-11-26,境外移入,全區,12,1980
2021-11-25,境外移入,全區,12,1968
2021-11-24,境外移入,全區,10,1956
2021-11-23,境外移入,全區,5,1946
2021-11-22,境外移入,全區,7,1941
2021-11-21,境外移入,全區,3,1934
2021-11-20,境外移入,全區,9,1931
2021-11-19,境外移入,全區,4,1922
2021-11-18,境外移入,全區,10,1918
2021-11-17,境外移入,全區,3,1908
2021-11-16,境外移入,全區,5,1905
2021-11-15,境外移入,全區,2,1900
2021-11-14,境外移入,全區,9,1898
2021-11-13,境外移入,全區,8,1889
2021-11-12,境外移入,全區,4,1881
2021-11-11,境外移入,全區,10,1877
2021-11-10,境外移入,全區,9,1867
2021-11-09,境外移入,全區,5,1858
2021-11-08,境外移入,全區,6,1853
2021-11-07,境外移入,全區,3,1847
2021-11-06,境外移入,全區,4,1844
2021-11-05,境外移入,全區,2,1840
2021-11-04,境外移入,全區,6,1838
2021-11-03,台北市,全區,1,4874
2021-11-03,境外移入,全區,1,1832
2021-11-02,境外移入,全區,7,1831
2021-11-01,境外移入,全區,4,1824
2021-10-31,境外移入,全區,5,1820
2021-10-30,境外移入,全區,6,1815
2021-10-29,境外移入,全區,7,1809
2021-10-28,境外移入,全區,5,1802
2021-10-27,境外移入,全區,6,1797
2021-10-26,境外移入,全區,8,1791
2021-10-25,境外移入,全區,4,1783
2021-10-24,台北市,全區,1,4873
2021-10-24,境外移入,全區,6,1779
2021-10-24,新北市,全區,1,6931
2021-10-23,境外移入,全區,4,1773
2021-10-22,境外移入,全區,7,1769
2021-10-21,基隆市,全區,2,318
2021-10-21,境外移入,全區,6,1762
2021-10-20,境外移入,全區,2,1756
2021-10-19,境外移入,全區,4,1754
2021-10-18,境外移入,全區,5,1750
2021-10-18,新北市,全區,1,6930
2021-10-16,境外移入,全區,1,1745
2021-10-15,境外移入,全區,10,1744
2021-10-15,新北市,全區,1,6929
2021-10-14,境外移入,全區,4,1734
2021-10-13,境外移入,全區,8,1730
2021-10-12,境外移入,全區,4,1722
2021-10-11,境外移入,全區,4,1718
2021-10-10,境外移入,全區,10,1714
2021-10-10,新北市,全區,1,6928
2021-10-09,境外移入,全區,7,1704
2021-10-08,台北市,全區,1,4872
2021-10-08,境外移入,全區,3,1697
2021-10-07,境外移入,全區,12,1694
2021-10-06,境外移入,全區,4,1682
2021-10-05,境外移入,全區,5,1678
2021-10-04,境外移入,全區,7,1673
2021-10-03,境外移入,全區,5,1666
2021-10-02,境外移入,全區,6,1661
2021-10-01,境外移入,全區,10,1655
2021-09-30,境外移入,全區,11,1645
2021-09-29,境外移入,全區,7,1634
2021-09-28,境外移入,全區,10,1627
2021-09-28,新北市,全區,1,6927
2021-09-27,台北市,全區,1,4871
2021-09-27,境外移入,全區,6,1617
2021-09-26,境外移入,全區,9,1611
2021-09-25,境外移入,全區,8,1602
2021-09-24,境外移入,全區,5,1594
2021-09-23,境外移入,全區,7,1589
2021-09-23,新北市,全區,1,6926
2021-09-22,境外移入,全區,9,1582
2021-09-21,境外移入,全區,6,1573
2021-09-21,新北市,全區,1,6925
2021-09-20,境外移入,全區,5,1567
2021-09-19,台北市,全區,1,4870
2021-09-19,境外移入,全區,5,1562
2021-09-18,台北市,全區,1,4869
2021-09-18,境外移入,全區,11,1557
2021-09-17,境外移入,全區,6,1546
2021-09-16,台北市,全區,2,4868
2021-09-16,境外移入,全區,6,1540
2021-09-15,境外移入,全區,10,1534
2021-09-15,新北市,全區,2,6924
2021-09-14,境外移入,全區,4,1524
2021-09-14,桃園市,全區,1,800
2021-09-13,境外移入,全區,3,1520
2021-09-13,新北市,全區,2,6922
2021-09-12,境外移入,全區,3,1517
2021-09-12,新北市,全區,1,6920
2021-09-12,桃園市,全區,1,799
2021-09-11,台北市,全區,1,4866
2021-09-11,境外移入,全區,11,1514
2021-09-11,新北市,全區,1,6919
2021-09-11,桃園市,全區,1,798
2021-09-10,境外移入,全區,5,1503
2021-09-09,台北市,全區,1,4865
2021-09-09,境外移入,全區,5,1498
2021-09-09,新北市,全區,1,6918
2021-09-08,台北市,全區,2,4864
2021-09-08,境外移入,全區,2,1493
2021-09-08,新北市,全區,2,6917
2021-09-07,境外移入,全區,2,1491
2021-09-07,新北市,全區,7,6915
2021-09-06,台北市,全區,1,4862
2021-09-06,境外移入,全區,4,1489
2021-09-06,新北市,全區,7,6908
2021-09-05,境外移入,全區,7,1485
2021-09-05,新北市,全區,9,6901
2021-09-04,境外移入,全區,4,1478
2021-09-04,新北市,全區,2,6892
2021-09-03,境外移入,全區,1,1474
2021-09-02,境外移入,全區,4,1473
2021-09-02,新北市,全區,1,6890
2021-09-02,桃園市,全區,1,797
2021-09-01,台北市,全區,1,4861
2021-09-01,境外移入,全區,4,1469
2021-08-31,台北市,全區,1,4860
2021-08-31,境外移入,全區,5,1465
2021-08-30,台北市,全區,1,4859
2021-08-30,境外移入,全區,1,1460
2021-08-30,新北市,全區,2,6889
2021-08-29,境外移入,全區,5,1459
2021-08-29,新北市,全區,3,6887
2021-08-28,台北市,全區,1,4858
2021-08-28,境外移入,全區,11,1454
2021-08-28,新北市,全區,11,6884
2021-08-27,境外移入,全區,6,1443
2021-08-26,境外移入,全區,7,1437
2021-08-25,台北市,全區,1,4857
2021-08-25,境外移入,全區,6,1430
2021-08-25,新北市,全區,1,6873
2021-08-24,境外移入,全區,1,1424
2021-08-23,境外移入,全區,5,1423
2021-08-23,新北市,全區,1,6872
2021-08-22,境外移入,全區,2,1418
2021-08-22,新北市,全區,4,6871
2021-08-21,台北市,全區,3,4856
2021-08-21,境外移入,全區,4,1416
2021-08-21,新北市,全區,1,6867
2021-08-21,桃園市,全區,1,796
2021-08-21,雲林縣,全區,1,22
2021-08-20,境外移入,全區,8,1412
2021-08-20,新北市,全區,2,6866
2021-08-19,台北市,全區,2,4853
2021-08-19,境外移入,全區,3,1404
2021-08-19,彰化縣,全區,1,274
2021-08-19,新北市,全區,3,6864
2021-08-18,境外移入,全區,5,1401
2021-08-18,新北市,全區,1,6861
2021-08-17,台北市,全區,4,4851
2021-08-17,境外移入,全區,5,1396
2021-08-17,新北市,全區,2,6860
2021-08-16,台北市,全區,2,4847
2021-08-16,境外移入,全區,14,1391
2021-08-16,新北市,全區,2,6858
2021-08-15,台北市,全區,1,4845
2021-08-15,境外移入,全區,2,1377
2021-08-15,新北市,全區,6,6856
2021-08-15,桃園市,全區,1,795
2021-08-14,台北市,全區,1,4844
2021-08-14,境外移入,全區,7,1375
2021-08-14,新北市,全區,1,6850
2021-08-13,台北市,全區,1,4843
2021-08-13,境外移入,全區,4,1368
2021-08-13,新北市,全區,2,6849
2021-08-12,台北市,全區,2,4842
2021-08-12,境外移入,全區,14,1364
2021-08-12,高雄市,全區,2,94
2021-08-11,台北市,全區,3,4840
2021-08-11,境外移入,全區,2,1350
2021-08-11,新北市,全區,1,6847
2021-08-10,台北市,全區,4,4837
2021-08-10,基隆市,全區,2,316
2021-08-10,境外移入,全區,4,1348
2021-08-10,新北市,全區,6,6846
2021-08-09,境外移入,全區,5,1344
2021-08-09,新北市,全區,3,6840
2021-08-08,台北市,全區,2,4833
2021-08-08,境外移入,全區,4,1339
2021-08-08,新北市,全區,1,6837
2021-08-08,高雄市,全區,1,92
2021-08-07,台北市,全區,2,4831
2021-08-07,境外移入,全區,3,1335
2021-08-07,新北市,全區,1,6836
2021-08-07,桃園市,全區,1,794
2021-08-06,台北市,全區,1,4829
2021-08-06,境外移入,全區,4,1332
2021-08-06,新北市,全區,4,6835
2021-08-06,桃園市,全區,1,793
2021-08-05,台北市,全區,3,4828
2021-08-05,嘉義縣,全區,2,32
2021-08-05,境外移入,全區,2,1328
2021-08-05,彰化縣,全區,1,273
2021-08-05,新北市,全區,4,6831
2021-08-04,台北市,全區,1,4825
2021-08-04,境外移入,全區,5,1326
2021-08-04,新北市,全區,4,6827
2021-08-04,桃園市,全區,1,792
2021-08-03,台北市,全區,5,4824
2021-08-03,境外移入,全區,1,1321
2021-08-03,新北市,全區,14,6823
2021-08-03,桃園市,全區,1,791
2021-08-02,台北市,全區,4,4819
2021-08-02,嘉義縣,全區,2,30
2021-08-02,境外移入,全區,3,1320
2021-08-02,新北市,全區,10,6809
2021-08-01,台北市,全區,2,4815
2021-08-01,基隆市,全區,1,314
2021-08-01,境外移入,全區,2,1317
2021-08-01,新北市,全區,3,6799
2021-08-01,桃園市,全區,5,790
2021-08-01,高雄市,全區,1,91
2021-07-31,台中市,全區,1,207
2021-07-31,台北市,全區,4,4813
